Ticker,AADR,AAPL,ARKW,BLCN,BLOK,BNB-USD,BTC-USD,ETH-USD,F,FPX,GM,GOOGL,IBM,LINK-USD,MCD,META,PSI,QTUM,RGTI,SBUX,SOL-USD,STETH-USD,T,TGT,TRX-USD,TSLA,URA,USDC-USD,USDT-USD,VZ,WBA,WMT,XRP-USD,XSD
PSI,0.05119492029751036,0.06469094861556438,0.1156119234029312,0.07855807468130445,0.10562852629804015,0.06349654703276214,0.07011128455928628,0.09904759772524299,0.06849976741171447,0.0785965846723071,0.06447827030812518,0.06700005916806177,0.029910346962144268,0.11400567331214817,0.01158129352361948,0.09105142392173504,0.1377355246649272,0.08715575726972165,0.14383364257737255,0.0539791333405526,0.10991264786180939,0.09693264824360374,0.001791424342206739,0.04886286948478613,0.053724832083009294,0.1210684567573388,0.07524699027361902,-6.172526332537171e-06,0.0002474752013186861,-0.0010817480152812415,0.025147776068827593,0.014794012543328594,0.0824904310140025,0.13599488763387313
QTUM,0.039155114753448274,0.046965474152004236,0.088561936583532,0.05992178238728327,0.08098560060069747,0.055118275028272476,0.05965911814606752,0.0812747449938878,0.050254557019491955,0.05766095845441482,0.049443599574798554,0.05012340130870253,0.02186872187851724,0.09035543006408583,0.011317895828837264,0.06633400636015764,0.08715575726972165,0.06798743295068051,0.16187078363617297,0.039470215541475985,0.09077972797551642,0.0793389136397653,0.006452470928805127,0.036299414892418086,0.04198852330521328,0.08891982042818107,0.05684560735864844,-1.1509706357045908e-05,0.0001978578655099642,0.0032098381266755646,0.023382068045303548,0.013496982338558934,0.06967821180907605,0.08928410703249559
RGTI,0.07541322846500699,0.06883135848776312,0.19824650759647133,0.12026591655327204,0.1746710646146977,0.12534542812413077,0.13480561795399715,0.17848473237977036,0.08278189038878493,0.11599309724746863,0.09708692949596195,0.09290426566545974,0.03651156146486453,0.18276841998808802,0.00804024860011845,0.10251925168472159,0.14383364257737255,0.16187078363617297,1.6876538465976794,0.05531850641237626,0.20221941008301986,0.18061709714150043,0.015300524209555756,0.07508990310875256,0.07509602190917364,0.20123639068293298,0.1109668784522182,-8.307127057267767e-05,0.0003667249854366049,0.004106904626714427,0.05271987091970035,0.019082528645346156,0.17101000015706314,0.16103491517412447
SBUX,0.02794574144162895,0.03964320902189007,0.0644090546042555,0.04194914755130155,0.05405039730350516,0.0398546878478755,0.03715867146538122,0.04879830013584671,0.043017219359932427,0.040974176507110945,0.03800233656502294,0.03261400925413839,0.020150935077365803,0.059713675964701875,0.018558269638988843,0.04601139751723963,0.0539791333405526,0.039470215541475985,0.05531850641237626,0.10094030354095927,0.05923881656107455,0.04742548399053904,0.012340694250948648,0.03906755775614037,0.031988771540514216,0.05975381488147446,0.03797456752637492,-4.0171535292079446e-05,0.00017701250799119026,0.009662821314780967,0.025815431589381013,0.015539853649122403,0.04257390037476785,0.05751004194055792
SOL-USD,0.06304946039382668,0.07767992305283171,0.19279609454505195,0.14550805202612802,0.23836883923247032,0.4323044255984233,0.39345265298979,0.5421290590805621,0.10833330561284911,0.0858216079027996,0.09102313768454061,0.08752056455673063,0.027601895528049154,0.6602003806247376,0.015763510085703456,0.09029213172743641,0.10991264786180939,0.09077972797551642,0.20221941008301986,0.05923881656107455,1.1233139518852717,0.5346157451955181,0.014634205352253047,0.05883013157498576,0.33996363426375503,0.18204736284055964,0.12591767421477212,-0.00012785331423267619,0.0012971994704792252,0.004367870190374815,0.023807540278144967,0.024030547642237512,0.5273554787761712,0.11909703270536072
STETH-USD,0.056164959214475965,0.06567102666861509,0.16208655075680006,0.12405136700450128,0.2058613379485385,0.3797514036403827,0.35170027425370576,0.5754886671458345,0.07389113621653223,0.07640809436400908,0.07029009985866043,0.06922554024657733,0.027275776492160977,0.5488735789999535,0.011477833907883888,0.07882343760975112,0.09693264824360374,0.0793389136397653,0.18061709714150043,0.04742548399053904,0.5346157451955181,0.5763527589136913,0.009793426545134792,0.046787146307721524,0.2700609364981213,0.14853246532858155,0.09717399114870899,-0.00022345706988289937,0.0006019746448427328,0.004667841441065891,0.03613581320754559,0.020146915436940728,0.4036676369533308,0.10536175098455783
T,0.00816945397469524,0.011063187174561447,0.0145907307023325,0.009672573849044816,0.012563578210634026,0.010163876407231365,0.01122799213586511,0.010241874548115407,0.021128365194390018,0.00882870108614883,0.018484102248949714,0.005010715642105425,0.0154486035853287,0.012381107123794926,0.011678946924892481,0.009168057458074105,0.001791424342206739,0.006452470928805127,0.015300524209555756,0.012340694250948648,0.014634205352253047,0.009793426545134792,0.05810103203823441,0.014859295927037452,0.01976909127577002,0.004322549721958339,0.013206685014281443,-1.6836871591717388e-05,2.4655395424059724e-05,0.03471291056459272,0.016874880174647687,0.008889636312136512,0.008689727227077972,0.005170950876950108
TGT,0.023240862501102452,0.036644830455178135,0.06260453951844816,0.03950449817390432,0.05217287271030215,0.03011589949707796,0.03531950952773826,0.04836251179083513,0.052502424155092736,0.03745508870528768,0.04772608813749267,0.033766145224026434,0.018600375734409414,0.05630514730513768,0.014141073855659407,0.04252256034123129,0.04886286948478613,0.036299414892418086,0.07508990310875256,0.03906755775614037,0.05883013157498576,0.046787146307721524,0.014859295927037452,0.13072342272576326,0.02164319183385258,0.05782633715126433,0.03737626198208799,7.765919757440346e-05,0.00019697692822058242,0.011162356514206728,0.0420377737524738,0.02771868910004327,0.03204292913053846,0.053180669105806294
TRX-USD,0.03632733669642767,0.03842130523325089,0.08379253628264287,0.05993992711396935,0.11409924416247458,0.2816026394562074,0.2092919063493187,0.27435873299326063,0.03905174927492243,0.04050188821921254,0.0407252423849461,0.039396117624253726,0.016034404238610803,0.33135526742580984,0.012061146917846887,0.042306603476118906,0.053724832083009294,0.04198852330521328,0.07509602190917364,0.031988771540514216,0.33996363426375503,0.2700609364981213,0.01976909127577002,0.02164319183385258,0.606074001666577,0.07468647927799418,0.05868759852548023,-1.2400928234661591e-05,0.0004170886449570384,0.008334457642098753,0.021212210680507396,0.011651360497169793,0.31031352621896713,0.05991770633762917
TSLA,0.05364971387605576,0.08588192014699857,0.18159063486943502,0.09510907946571091,0.1435130033182641,0.09702924291601778,0.11273000399231833,0.15013948674014013,0.08736527522864582,0.09376814245431991,0.08383558835276624,0.07970622003536501,0.019897076820665917,0.18360888112304757,0.013995017808183213,0.09448857354753831,0.1210684567573388,0.08891982042818107,0.20123639068293298,0.05975381488147446,0.18204736284055964,0.14853246532858155,0.004322549721958339,0.05782633715126433,0.07468647927799418,0.37194797865035695,0.08130070078316377,-1.4988994356035563e-05,0.0005021993810234664,-0.0016274445065509778,0.03029124835817997,0.024129861439693534,0.13770451916600607,0.13201575620011316
URA,0.04865710990121096,0.036975950719558254,0.0896427673435916,0.061044639270801816,0.08836024535269321,0.06642283609413617,0.06265386324307858,0.09876374686436801,0.0579777962680233,0.06251214530316977,0.05238051867513429,0.04367945525249785,0.023323171626313678,0.10635791768622306,0.009637196200840544,0.05629064678763985,0.07524699027361902,0.05684560735864844,0.1109668784522182,0.03797456752637492,0.12591767421477212,0.09717399114870899,0.013206685014281443,0.03737626198208799,0.05868759852548023,0.08130070078316377,0.17183235968542052,-6.01581658576758e-06,0.0002505381607304826,0.008860059783841901,0.02344700405020785,0.013959111993631387,0.08650935610894354,0.07856127089699964
USDC-USD,-7.331890534061238e-06,1.37641512590078e-05,6.229284699044252e-06,-4.96620349998467e-05,-7.761261904727601e-05,-0.00015894018543275215,-0.00017533779533545528,-0.00021760585621765225,2.0857227777610125e-05,7.883496168638846e-06,-4.067487533447115e-05,-4.904623855287902e-06,-1.6899722946377803e-05,-0.00022900793033479223,-1.4256759590615742e-05,7.71274463202504e-06,-6.172526332537171e-06,-1.1509706357045908e-05,-8.307127057267767e-05,-4.0171535292079446e-05,-0.00012785331423267619,-0.00022345706988289937,-1.6836871591717388e-05,7.765919757440346e-05,-1.2400928234661591e-05,-1.4988994356035563e-05,-6.01581658576758e-06,1.987490727308573e-05,7.674428649134157e-06,-1.0598890631646721e-05,1.3090854545784332e-05,-6.633630513359519e-07,-0.0002276087372688814,-1.783168846474379e-05
USDT-USD,0.00011103109552868215,0.00019052606342091297,0.0005416565407614961,0.0003446061133727072,0.0006384914957668051,0.0005263582456251319,0.0006750541766865131,0.0006358167560809844,0.00023914151061731292,0.00021931598084601659,0.0002081166729836488,0.0001453321228052489,3.062526847641388e-05,0.0005426108688813472,2.7738877362021573e-05,0.0002975968249765571,0.0002474752013186861,0.0001978578655099642,0.0003667249854366049,0.00017701250799119026,0.0012971994704792252,0.0006019746448427328,2.4655395424059724e-05,0.00019697692822058242,0.0004170886449570384,0.0005021993810234664,0.0002505381607304826,7.674428649134157e-06,4.570364199386978e-05,-7.059837360853604e-06,0.0001254014614696847,0.00011385334874450778,0.0003694843866511059,0.00026970020615792157
VZ,0.005108560828204678,0.009423626970304914,0.00584492676077296,0.004229761516377269,0.005416087859442963,0.004139308225545281,0.0052040554793711365,0.004939396502262558,0.014779039272191676,0.003765645212660074,0.009709362690726196,0.005366598104801056,0.012177437847229954,0.0034509839632445786,0.0098235249878805,0.005460278300666813,-0.0010817480152812415,0.0032098381266755646,0.004106904626714427,0.009662821314780967,0.004367870190374815,0.004667841441065891,0.03471291056459272,0.011162356514206728,0.008334457642098753,-0.0016274445065509778,0.008860059783841901,-1.0598890631646721e-05,-7.059837360853604e-06,0.04378565739488643,0.014104039326956199,0.007590045719914502,0.0037616309121985053,0.0011792570751961973
WBA,0.01809205761773775,0.023279229116319765,0.03239930642221143,0.024953400988656883,0.033911165692459916,0.026134567008684516,0.024908608420959374,0.03729171436047577,0.03730145715252896,0.022239121279361253,0.033907154045207846,0.0204126768949342,0.018686507695426784,0.03364979969160511,0.014266784760116526,0.017396318736520353,0.025147776068827593,0.023382068045303548,0.05271987091970035,0.025815431589381013,0.023807540278144967,0.03613581320754559,0.016874880174647687,0.0420377737524738,0.021212210680507396,0.03029124835817997,0.02344700405020785,1.3090854545784332e-05,0.0001254014614696847,0.014104039326956199,0.16058909135284388,0.017280164224203504,0.034288074664120455,0.03063948714498768
WMT,0.009333701125493444,0.01811163972396757,0.020912940374199523,0.015159471664117893,0.019774046443215315,0.012353850333500869,0.01515946252984802,0.02094475928045809,0.01719549084394036,0.016629621038066845,0.013964694301378866,0.013810890265724225,0.01142554645856464,0.02960508797766148,0.010435020362452441,0.018762206708391717,0.014794012543328594,0.013496982338558934,0.019082528645346156,0.015539853649122403,0.024030547642237512,0.020146915436940728,0.008889636312136512,0.02771868910004327,0.011651360497169793,0.024129861439693534,0.013959111993631387,-6.633630513359519e-07,0.00011385334874450778,0.007590045719914502,0.017280164224203504,0.04364082231127889,0.014372237558884369,0.016167888366208895
XRP-USD,0.05491014350920348,0.05575421040647052,0.146096221737884,0.10847473508989568,0.18267185265580774,0.3417962840108417,0.31117141589005165,0.4102256284266668,0.06884652091326597,0.06488349484758849,0.06091843451237001,0.06584330113301598,0.024051820645566966,0.5648520992212671,0.00969372036819108,0.055242108941455495,0.0824904310140025,0.06967821180907605,0.17101000015706314,0.04257390037476785,0.5273554787761712,0.4036676369533308,0.008689727227077972,0.03204292913053846,0.31031352621896713,0.13770451916600607,0.08650935610894354,-0.0002276087372688814,0.0003694843866511059,0.0037616309121985053,0.034288074664120455,0.014372237558884369,0.8602623477856196,0.09044200941333058
XSD,0.05217248725437947,0.06782826407074094,0.12477633847063334,0.08145432213189246,0.11120562661559866,0.07050795847904903,0.07523286254501634,0.10750549476120869,0.07637190983963367,0.08249258292860594,0.0707746595585006,0.06795048575189136,0.029053939056615158,0.12231218981363026,0.01299250323393815,0.09060621086296555,0.13599488763387313,0.08928410703249559,0.16103491517412447,0.05751004194055792,0.11909703270536072,0.10536175098455783,0.005170950876950108,0.053180669105806294,0.05991770633762917,0.13201575620011316,0.07856127089699964,-1.783168846474379e-05,0.00026970020615792157,0.0011792570751961973,0.03063948714498768,0.016167888366208895,0.09044200941333058,0.14404717418349006
